id,url,title,price,latitude,longitude,metro_name,metro_distance,distanceType,update_time,metro_distance_coords
352204960,https://arenda.mirkvartir.ru/352204960/,"1-комн. квартира, 29.3 м2, 2/9 этаж",42000,59.84822464,30.39192009,Проспект Славы,,0.0,2026-04-10T00:55:05.31,0.009099265070201375
356350189,https://arenda.mirkvartir.ru/356350189/,"1-комн. квартира, 31 м2, 2/9 этаж",35000,59.854797,30.376675,Международная,,0.0,2026-04-09T01:33:44.46,0.015674819680626048
359056176,https://arenda.mirkvartir.ru/359056176/,"1-комн. квартира, 35 м2, 20/24 этаж",33000,60.03225182486968,30.40529603084946,Гражданский проспект,,0.0,2026-04-10T01:38:24.973,0.013071722025736894
358076745,https://arenda.mirkvartir.ru/358076745/,"Студия, 22 м2, 10/12 этаж",38000,59.90264511,30.34456062,Фрунзенская,,0.0,2026-04-08T01:34:48.743,0.02735228148868743
355899924,https://arenda.mirkvartir.ru/355899924/,"2-комн. квартира, 57.3 м2, 3/3 этаж",49000,60.03230286,30.32525635,Удельная,,0.0,2026-04-02T07:19:07.033,0.018301921642880033
359200702,https://arenda.mirkvartir.ru/359200702/,"3-комн. квартира, 61.1 м2, 1/9 этаж",40000,59.858652,30.235649,Ленинский проспект,3.0,1.0,2026-02-24T16:41:16,0.03338737842254267
358755749,https://arenda.mirkvartir.ru/358755749/,"1-комн. квартира, 32 м2, 7/10 этаж",55000,59.873737,30.344673,Электросила,,0.0,2026-04-09T22:17:27.167,0.026522094898405124
355634485,https://arenda.mirkvartir.ru/355634485/,"Студия, 25.5 м2, 2/13 этаж",40000,59.904053,30.347659,Фрунзенская,,0.0,2026-04-01T19:58:02.86,0.030290461881588418
359180656,https://arenda.mirkvartir.ru/359180656/,"1-комн. квартира, 46 м2, 15/19 этаж",70000,59.893976,30.312715,Фрунзенская,,0.0,2026-04-08T01:19:39.633,0.013177117818397149
358180673,https://arenda.mirkvartir.ru/358180673/,"Студия, 26 м2, 8/25 этаж",27000,59.89240646,30.45380402,Елизаровская,,0.0,2026-03-25T16:58:24.637,0.030579965083041866
357607797,https://arenda.mirkvartir.ru/357607797/,"2-комн. квартира, 55 м2, 7/9 этаж",33000,59.83944902536884,30.235056235443125,Проспект Ветеранов,,0.0,2026-03-22T02:49:41.28,0.01689842426539929
358592755,https://arenda.mirkvartir.ru/358592755/,"Студия, 20 м2, 1/9 этаж",28000,60.01370621,30.2618084,Комендантский проспект,,0.0,2026-03-26T00:36:03.44,0.006104242763365528
359013511,https://arenda.mirkvartir.ru/359013511/,"Студия, 13 м2, 1/3 этаж",25000,59.948104,30.343258,Горьковская,,0.0,2026-04-10T01:37:03.363,0.0256929643569993
358010356,https://arenda.mirkvartir.ru/358010356/,"Студия, 26.1 м2, 7/9 этаж",39000,59.97827751555794,30.33535400145388,Выборгская,,0.0,2026-04-04T01:07:11.55,0.014284355606078398
358181544,https://arenda.mirkvartir.ru/358181544/,"Студия, 17 м2, 2/4 этаж",33000,59.94499588,30.38196564,Чернышевская,,0.0,2026-04-08T01:23:51.29,0.021982586966687406
357925773,https://arenda.mirkvartir.ru/357925773/,"1-комн. квартира, 47 м2, 4/6 этаж",30000,60.058928936472086,30.473820049785942,Девяткино,,0.0,2026-03-31T06:16:46.89,0.03254978574190256
358645872,https://arenda.mirkvartir.ru/358645872/,"Студия, 30 м2, 6/11 этаж",58000,59.95733780286455,30.24659496535949,Приморская,,0.0,2026-04-05T01:53:12.457,0.015068806626402196
359125494,https://arenda.mirkvartir.ru/359125494/,"1-комн. квартира, 36 м2, 6/8 этаж",25000,59.71833,30.082674,Проспект Ветеранов,26.0,2.0,2026-02-24T16:40:45,0.20943321766904355
357062513,https://arenda.mirkvartir.ru/357062513/,"1-комн. квартира, 45 м2, 6/8 этаж",65000,59.92953491,30.25400925,Василеостровская,,0.0,2026-04-09T00:12:28.42,0.02761573689233375
357606549,https://arenda.mirkvartir.ru/357606549/,"2-комн. квартира, 56.2 м2, 6/12 этаж",80000,59.903313,30.343761,Фрунзенская,,0.0,2026-04-09T01:20:49.957,0.026476977187737963
356459799,https://arenda.mirkvartir.ru/356459799/,"1-комн. квартира, 38.4 м2, 12/14 этаж",48000,59.866468,30.31329,Электросила,,0.0,2026-04-08T01:25:15.79,0.013760680426493964
356338562,https://arenda.mirkvartir.ru/356338562/,"2-комн. квартира, 90 м2, 3/6 этаж",120000,59.96613521602954,30.28880426256561,Петроградская,,0.0,2026-04-10T01:12:03.343,0.02290410708224337
358496069,https://arenda.mirkvartir.ru/358496069/,"1-комн. квартира, 34 м2, 3/12 этаж",70000,59.84715424570168,30.294978283083,Московская,,0.0,2026-03-28T00:42:36.927,0.02747739828369569
359055041,https://arenda.mirkvartir.ru/359055041/,"2-комн. квартира, 60.3 м2, 3/12 этаж",70000,59.90264511,30.34456062,Фрунзенская,,0.0,2026-04-03T01:07:31.55,0.02735228148868743
356461198,https://arenda.mirkvartir.ru/356461198/,"Студия, 25 м2, 2/9 этаж",45000,59.90553284,30.4196949,Елизаровская,,0.0,2026-04-05T01:51:10.317,0.00957335501083762
358861388,https://arenda.mirkvartir.ru/358861388/,"1-комн. квартира, 40 м2, 8/10 этаж",39000,59.826569,30.327151,Звездная,,0.0,2026-04-07T01:16:37.433,0.0232826309252213
359006467,https://arenda.mirkvartir.ru/359006467/,"Студия, 31 м2, 10/16 этаж",29000,60.049959,30.435003,Девяткино,,0.0,2026-04-09T23:13:05.91,0.0074182536577033125
357402429,https://arenda.mirkvartir.ru/357402429/,"1-комн. квартира, 48 м2, 7/16 этаж",40000,59.86673737,30.4597683,Ломоносовская,,0.0,2026-03-23T02:28:04.353,0.02084022063157795
348897104,https://arenda.mirkvartir.ru/348897104/,"1-комн. квартира, 35 м2, 15/18 этаж",70000,59.900448,30.306229,Фрунзенская,,0.0,2026-04-09T00:50:58.813,0.01264284248102759
358105070,https://arenda.mirkvartir.ru/358105070/,"2-комн. квартира, 75 м2, 16/17 этаж",160000,59.90064597933609,30.312613612766896,Фрунзенская,,0.0,2026-04-07T23:32:48.713,0.0074198384767186955
358113669,https://arenda.mirkvartir.ru/358113669/,"Студия, 23 м2, 11/17 этаж",45000,59.9522438,30.23164177,Приморская,,0.0,2026-03-31T07:44:21.73,0.00459967727421277
352866849,https://arenda.mirkvartir.ru/352866849/,"4-комн. квартира, 180 м2, 6/6 этаж",450000,59.937202,30.320396,Сенная площадь,20.0,1.0,2026-02-25T18:48:10,0.010046481230759586
358990988,https://arenda.mirkvartir.ru/358990988/,"1-комн. квартира, 40.5 м2, 3/16 этаж",40000,59.85167,30.397651,Проспект Славы,16.0,1.0,2026-02-24T16:40:45,0.0054125108775912095
359040227,https://arenda.mirkvartir.ru/359040227/,"3-комн. квартира, 57 м2, 6/10 этаж",45000,59.875081,30.382604,Бухарестская,18.0,1.0,2026-02-24T16:41:12,0.016128891003412246
355470917,https://arenda.mirkvartir.ru/355470917/,"1-комн. квартира, 32 м2, 4/12 этаж",65000,59.956286,30.248764,Приморская,17.0,1.0,2025-12-22T19:00:46,0.016353098483773428
358466966,https://arenda.mirkvartir.ru/358466966/,"3-комн. квартира, 83.9 м2, 7/17 этаж",80000,59.864842,30.410227,Международная,13.0,1.0,2026-02-24T16:41:13,0.03178712453840221
349506955,https://arenda.mirkvartir.ru/349506955/,"2-комн. квартира, 65 м2, 4/5 этаж",140000,59.919116,30.358529,Лиговский проспект,18.0,1.0,2025-08-27T18:45:52,0.003918788533461669
349461123,https://arenda.mirkvartir.ru/349461123/,"3-комн. квартира, 80 м2, 3/5 этаж",99900,59.942746,30.349618,Гостиный двор,20.0,1.0,2025-11-09T22:16:18,0.0188411868949379
342265524,https://arenda.mirkvartir.ru/342265524/,"2-комн. квартира, 52 м2, 9/10 этаж",100000,59.941727,30.257648,Приморская,19.0,1.0,2026-02-24T16:40:56,0.02425929008895103
358466771,https://arenda.mirkvartir.ru/358466771/,"2-комн. квартира, 68 м2, 13/19 этаж",55000,59.835659,30.380798,Купчино,10.0,1.0,2026-02-24T16:41:01,0.007974062455862897
358954035,https://arenda.mirkvartir.ru/358954035/,"1-комн. квартира, 54 м2, 16/18 этаж",75000,59.93245,30.254037,Василеостровская,6.0,1.0,2026-02-24T16:40:52,0.026328435993046375
358954036,https://arenda.mirkvartir.ru/358954036/,"1-комн. квартира, 39.5 м2, 2/16 этаж",35000,59.98616,30.194497,Новокрестовская,8.0,1.0,2026-02-24T16:40:49,0.02211866924116495
358467059,https://arenda.mirkvartir.ru/358467059/,"2-комн. квартира, 47.8 м2, 2/5 этаж",45000,59.959156,30.418797,Новочеркасская,7.0,2.0,2026-02-24T16:41:04,0.030952320738837222
349755074,https://arenda.mirkvartir.ru/349755074/,"2-комн. квартира, 83 м2, 15/24 этаж",75000,60.001523,30.299438,Удельная,2.0,1.0,2025-12-23T07:09:01,0.022239871514918984
342461142,https://arenda.mirkvartir.ru/342461142/,"2-комн. квартира, 67.3 м2, 5/6 этаж",100000,59.938572,30.320009,Горьковская,11.0,1.0,2026-02-24T16:41:02,0.017602113715404946
349060464,https://arenda.mirkvartir.ru/349060464/,"2-комн. квартира, 60 м2, 4/4 этаж",70000,59.934587,30.29792,Сенная площадь,16.0,1.0,2025-08-27T18:47:20,0.02363433632069934
358466761,https://arenda.mirkvartir.ru/358466761/,"1-комн. квартира, 39 м2, 9/17 этаж",37000,60.008428,30.219596,Пионерская,8.0,2.0,2026-02-24T16:40:48,0.07734966946257839
355385403,https://arenda.mirkvartir.ru/355385403/,"1-комн. квартира, 36.3 м2, 5/13 этаж",70000,59.904026,30.347588,Фрунзенская,19.0,1.0,2026-02-24T16:40:52,0.030221648747211425
350086223,https://arenda.mirkvartir.ru/350086223/,"1-комн. квартира, 48 м2, 2/5 этаж",64999,59.957237,30.317009,Горьковская,16.0,1.0,2025-08-27T18:51:22,0.0021474587888927316
355360550,https://arenda.mirkvartir.ru/355360550/,"Студия, 13 м2, 3/5 этаж",25000,59.919053,30.346294,Лиговский проспект,20.0,1.0,2026-02-24T16:40:28,0.008794030598649695
317331596,https://arenda.mirkvartir.ru/317331596/,"3-комн. квартира, 83 м2, 3/4 этаж",79000,59.924429,30.34615,Лиговский проспект,20.0,1.0,2025-11-09T21:08:14,0.009552280134607467
249511902,https://arenda.mirkvartir.ru/249511902/,"Студия, 24 м2, 1/3 этаж",52000,59.938184,30.36276,Лиговский проспект,13.0,1.0,2026-02-24T16:40:31,0.01917243914503617
284727304,https://arenda.mirkvartir.ru/284727304/,"2-комн. квартира, 54 м2, 1/5 этаж",54000,59.867959,30.317296,Электросила,15.0,1.0,2025-12-23T07:09:04,0.011248716122297504
352979481,https://arenda.mirkvartir.ru/352979481/,"1-комн. квартира, 38.7 м2, 4/16 этаж",27000,59.850387,30.211924,Проспект Ветеранов,19.0,1.0,2026-02-24T16:40:53,0.04075054130695897
355051834,https://arenda.mirkvartir.ru/355051834/,"1-комн. квартира, 30 м2, 8/9 этаж",35000,59.855927,30.382775,Международная,8.0,1.0,2025-12-22T19:05:50,0.01489330138082258
353076753,https://arenda.mirkvartir.ru/353076753/,"Студия, 26 м2, 9/10 этаж",49000,59.92926707975517,30.386284559524533,Лиговский проспект,,0.0,2026-04-09T01:04:18.863,0.03250313137448942
354335106,https://arenda.mirkvartir.ru/354335106/,"3-комн. квартира, 58.2 м2, 6/9 этаж",45000,60.03784561,30.35511589,Озерки,,0.0,2026-04-09T01:04:20.503,0.03345927990092098
357830875,https://arenda.mirkvartir.ru/357830875/,"1-комн. квартира, 33 м2, 8/12 этаж",38000,59.997325,30.286179,Пионерская,,0.0,2026-03-28T00:49:39.69,0.011825401294249775
359056144,https://arenda.mirkvartir.ru/359056144/,"1-комн. квартира, 40 м2, 17/19 этаж",42000,59.86516906112765,30.46431419757577,Ломоносовская,,0.0,2026-04-10T01:38:35.033,0.025563309215866477
358699133,https://arenda.mirkvartir.ru/358699133/,"1-комн. квартира, 40 м2, 8/16 этаж",40000,59.922174,30.472471,Улица Дыбенко,,0.0,2026-03-31T07:32:45.277,0.01827870220885247
358010219,https://arenda.mirkvartir.ru/358010219/,"3-комн. квартира, 64 м2, 8/9 этаж",40000,59.839556077473,30.17671046527641,Проспект Ветеранов,,0.0,2026-04-10T01:19:29.283,0.07510368682330971
357725842,https://arenda.mirkvartir.ru/357725842/,"3-комн. квартира, 130 м2, 2/4 этаж",130000,59.9233551,30.29601479,Сенная площадь,,0.0,2026-04-10T01:25:45.563,0.02463572267472562
357977479,https://arenda.mirkvartir.ru/357977479/,"2-комн. квартира, 46 м2, 5/9 этаж",43000,60.05434418,30.34378815,Проспект Просвещения,,0.0,2026-04-09T01:32:30.757,0.011627964455438698
356123341,https://arenda.mirkvartir.ru/356123341/,"3-комн. квартира, 86 м2, 2/6 этаж",60000,59.86988818581153,30.26041585383712,Автово,,0.0,2026-04-08T01:04:42.99,0.0028021282365017952
357166660,https://arenda.mirkvartir.ru/357166660/,"1-комн. квартира, 28.5 м2, 1/7 этаж",36000,59.93907657131516,30.26793957304613,Василеостровская,,0.0,2026-04-02T07:26:26.127,0.010966630854810467
357667101,https://arenda.mirkvartir.ru/357667101/,"2-комн. квартира, 48.3 м2, 8/12 этаж",40000,60.01415634,30.27066422,Пионерская,,0.0,2026-04-09T01:44:48.943,0.028487406752070815
358599881,https://arenda.mirkvartir.ru/358599881/,"1-комн. квартира, 37 м2, 5/9 этаж",35000,59.950181,30.241407,Приморская,,0.0,2026-04-08T01:36:53.477,0.007232631168528255
358697015,https://arenda.mirkvartir.ru/358697015/,"1-комн. квартира, 33.7 м2, 8/14 этаж",38000,59.836916,30.399681,Купчино,,0.0,2026-04-06T01:15:03.09,0.025248550070254047
358011048,https://arenda.mirkvartir.ru/358011048/,"2-комн. квартира, 50.4 м2, 2/9 этаж",35000,59.83592987,30.40192604,Купчино,,0.0,2026-03-29T02:03:08.18,0.027165507141272357
357770097,https://arenda.mirkvartir.ru/357770097/,"4-комн. квартира, 126 м2, 3/5 этаж",110000,59.95734024,30.32856178,Горьковская,,0.0,2026-04-09T01:30:33.803,0.009783365769511549
351311471,https://arenda.mirkvartir.ru/351311471/,"2-комн. квартира, 48 м2, 7/9 этаж",45000,60.00289536,30.28070831,Пионерская,,0.0,2026-04-08T00:56:17.037,0.016023961762799323
355340711,https://arenda.mirkvartir.ru/355340711/,"3-комн. квартира, 52 м2, 2/12 этаж",40000,59.827474,30.199375,Проспект Ветеранов,,0.0,2026-03-28T00:18:09.58,0.05434871696194875
358076178,https://arenda.mirkvartir.ru/358076178/,"1-комн. квартира, 40 м2, 5/13 этаж",35000,59.83450830190766,30.36249334382978,Купчино,,0.0,2026-04-02T07:39:23.177,0.013842986371171189
357826316,https://arenda.mirkvartir.ru/357826316/,"2-комн. квартира, 48.3 м2, 3/6 этаж",55000,59.91328812,30.31708908,Фрунзенская,,0.0,2026-04-05T01:37:49.067,0.007024398327314499
358171716,https://arenda.mirkvartir.ru/358171716/,"1-комн. квартира, 38.3 м2, 5/10 этаж",28000,60.051392,30.324348,Озерки,,0.0,2026-04-07T23:23:04.213,0.01449547239140565
356511612,https://arenda.mirkvartir.ru/356511612/,"2-комн. квартира, 48 м2, 2/10 этаж",40000,60.05430984,30.34371567,Проспект Просвещения,,0.0,2026-04-02T03:39:13.993,0.011549487619654351
